q_choice,q_choice_why,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
C,"It has the highest rating (4.6) with a solid ~974 reviews, includes the weighted magnets I want, is odor-free EVA, and costs only $7.09 — a good analytical balance of price, evidence, and function. The Art-Deco wave texture is a look I can live with in a neutral bathroom.",price_too_high|look,look|rating,already_chosen,few_reviews|material,look|availability,availability|few_reviews|transparency,page2,page1,price_value,rating,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
A,"I want a liner I can trust to last and not smell of plastic, and the AmazerBath has the strongest evidence base — 4.5 stars from over 4,100 reviews, BPA-free odor-free EVA, brass grommets and a weighted hem. At $18.99 it costs more than the budget options, but a liner I replace rarely is worth paying a little more for once.",already_chosen,price_suspicious|brand|few_reviews|look,price_suspicious|brand|few_reviews|look,few_reviews|material|pack|look,look|few_reviews|availability|rating,availability|few_reviews|transparency,page2,page1,reviews,material,4,4,4,2,5,4,5,5,unavailable|no_price|no_size|material_unclear|blur_image|few_reviews,eva,semi,yes_somewhat,better_rating,4,4
C,"I want a cheap, low-risk liner that still has strong evidence behind it. Option C is the lowest price here ($7.09) yet has the highest rating on the shelf (4.6★) with a solid 974 reviews, plus the magnets and weighted hem I care about for keeping it against the tub.",price_too_high|look|availability,look|price_suspicious|brand,already_chosen,few_reviews|material|pack,transparency|rating|availability,availability|few_reviews,page3,page2,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,nothing,5,4
B,"I want an EVA liner with a weighted/magnetic hem that stays put, and B has both magnets and 1,872 reviews at a fair $7.19. The 4.4★ rating across that many reviews gives me the evidence I need without overpaying, unlike the thin 2-pack or the sparse new listings.",price_too_high|availability,already_chosen,brand|price_suspicious,few_reviews|material,look|transparency,availability|few_reviews,page2,page1,reviews,price_value,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,unlikely,better_rating,5,4
C,"It's the cheapest option at $7.09 with the highest rating on the shelf (4.6 stars) and nearly a thousand reviews, so I get real evidence it holds up rather than gambling on a brand-new listing. It has the 72x72 fit I need, three heavy magnets at the hem, and a rustproof header, which are the functional things I actually care about in a liner.",price_too_high,price_suspicious|look,already_chosen,few_reviews|pack|material,rating|look|availability,availability|few_reviews,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,5
C,"I want a cheap, low-risk liner with strong evidence behind it, and C has the best combination on this shelf: the highest rating (4.6), nearly a thousand reviews, EVA material, magnets at the hem, and the lowest price. The Art-Deco wave look is a nice bonus for a bathroom I use every day.",price_too_high|transparency,rating|few_reviews|look,already_chosen,few_reviews|pack|material,look|few_reviews|availability,availability|few_reviews,page2,page1,reviews,price_value,4,4,4,2,3,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
B,"I need a liner that actually stays put with two kids splashing in the tub, and the jssablo has 3 magnets at the hem plus 12 metal grommets at a really fair $7.19. The 4.4 stars across nearly 1,900 reviews gives me enough confidence it's not junk, and the blue 3D cube look is nicer than a plain clear liner.",price_too_high|availability,already_chosen,price_suspicious|brand,few_reviews|material,look|rating,availability|few_reviews,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_function,5,4
A,"I want a liner that feels like a real upgrade, not a flimsy disposable, and the AmazerBath's soft-touch EVA with brass grommets, weighted hem and BPA-free claim fits that. The 4.5 stars across 4,000+ reviews gives me confidence it will actually hold up, and I'm happy to pay a bit more for something odor-free and quick-drying.",already_chosen,price_suspicious|look|material,price_suspicious|brand|look,few_reviews|material|pack,look|rating|availability,availability|few_reviews|size,page2,page1,material,reviews,4,5,4,2,4,3,5,4,unavailable|no_price|material_unclear|blur_image|no_size,eva,semi,yes_somewhat,better_rating,4,4
B,"It has the best combination of a strong 4.4★ rating with a healthy 1,872 reviews, EVA material that's odor-free and safe, and 3 magnets plus a weighted hem so it stays put against the tub. At $7.19 it's cheap enough to replace without a second thought, and it's actually in stock. The 3D cube texture is a bit busy for my taste, but function and value win for a liner.",price_too_high|availability,already_chosen,price_suspicious|brand,few_reviews|pack|material,look|availability,availability|few_reviews|size,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
B,"Best combination of a real track record (4.4 stars, 1,872 reviews), features I need (magnets on the hem, metal grommets, waterproof), and a very low $7.19 price. The 3D cube texture looks decent and it's in stock now, unlike the cheaper-looking newcomer options.",price_too_high|availability,already_chosen,brand|few_reviews,few_reviews|material,look|few_reviews|availability,availability|few_reviews,page2,page1,price_value,reviews,4,4,3,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_function,5,4
C,"It has the highest rating (4.6) among the liners with a meaningful review count, is the cheapest at $7.09, and includes the weighted magnets, waterproof EVA, and rust-proof grommets I care about. The Art-Deco blue wave look is pleasant without being plain or too busy.",price_too_high|look,price_suspicious|look,already_chosen,few_reviews|material|size,look|availability,availability|few_reviews,page2,page1,rating,price_value,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,5
A,"I want a liner I can trust in a bathroom my kids use, so the BPA-free, odor-free EVA and the 4.5★ rating with 4,156 reviews give me real confidence. The reinforced double-layered header, brass grommets, and weighted hem mean it will actually stay put and last, so the higher price is worth it to me.",already_chosen,price_suspicious|brand|look,price_suspicious|brand|few_reviews,few_reviews|material|pack,look|few_reviews|availability,availability|few_reviews,page2,page1,reviews,material,4,4,4,2,4,3,5,5,unavailable|no_price|low_rating|few_reviews|material_unclear|blur_image|no_size,eva,semi,yes_somewhat,better_rating,4,4
C,"It's the best combination of price, evidence, and features for me: $7.09, 4.6 stars with 974 reviews (enough to trust), odor-free EVA, and 3 heavy magnets at the hem so it stays against the tub. The weighted hem and tear-proof header matter because I have young kids who yank the curtain, and the blue water-wave look is pleasant without being loud.",price_too_high,rating|review_concern,already_chosen,few_reviews|material,look|rating,availability|few_reviews,page2,page1,reviews,price_value,4,5,4,2,5,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
A,"The AmazerBath liner has by far the most review evidence (4,156 reviews at 4.5 stars), which matters to me since I can't inspect it in person. It's the only one with a reinforced double-layered header and weighted bottom stones, and the BPA-free, odor-free EVA claims are explicit. I'm willing to pay $18.99 for a liner that will actually last and won't smell.",already_chosen,brand|few_reviews|price_suspicious,brand|few_reviews|price_suspicious,few_reviews|material|pack,look|few_reviews|availability,availability|few_reviews,page2,page1,reviews,material,4,5,4,2,4,4,5,5,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,4,5
A,"I value materials safety and a liner that actually stays put, and the AmazerBath has the strongest review base (4.5 stars, 4,156 reviews) plus BPA-free EVA, brass grommets, and a weighted bottom. The emerald-green semi-transparent look is a nice upgrade for my bathroom, and at $18.99 the quality-to-price tradeoff feels reasonable for a liner I'll use daily.",already_chosen,price_suspicious|brand|look,price_suspicious|brand|few_reviews,few_reviews|material|look,look|few_reviews|availability,availability|few_reviews|size,page3,page2,material,reviews,4,4,4,3,4,4,5,5,unavailable|no_price|low_rating|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,4,4
C,"It has the highest rating (4.6) among the reasonably priced options, with nearly 1,000 reviews giving it solid reliability, and the magnets plus weighted hem are features I want to keep the liner against the tub. The $7.09 price is very reasonable, and the Art-Deco wave look appeals to my practical but tidy aesthetic.",price_too_high|look,look|few_reviews,already_chosen,few_reviews|material,look|few_reviews,availability|few_reviews|size,page2,page1,rating,price_value,4,4,4,2,4,4,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,5
B,"I want a liner that looks intentional rather than plain, and the 3D cube texture in blue reads as premium without costing much. It's in stock, has a solid 4.4★ across nearly 1,900 reviews, and includes the three bottom magnets I care about for keeping it against the tub.",price_too_high|transparency|availability,already_chosen,brand|few_reviews|look,few_reviews|material|pack,look|rating|availability,few_reviews|size,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,5,4
B,"The jssablo checks the most boxes for me: 4.4 stars with nearly 1,900 reviews is plenty of evidence, it has the 3 magnets and weighted hem I want so it stays against the tub, and at $7.19 it's a genuine bargain. The 3D cube texture also looks a lot nicer than a plain clear liner, and it's in stock and ready to ship.",price_too_high|transparency,already_chosen,brand|look,few_reviews|material,look|few_reviews|availability,availability|few_reviews|size,page3,page2,reviews,price_value,4,5,4,2,4,4,5,4,unavailable|no_price|low_rating|material_unclear|blur_image,eva,semi,yes_somewhat,better_function,5,4
B,"The jssablo Blue Cube is the best balance of price, proven quality, and function for me. At $7.19 with a 4.4-star rating across nearly 1,900 reviews, it has enough evidence behind it, plus the 3D cube texture and gradient blue look will actually read as intentional design in my bathroom rather than a flimsy disposable liner. It has the magnets and weighted hem I want, and it's in stock.",price_too_high|look,already_chosen,brand|few_reviews,few_reviews|material,look|availability,availability|few_reviews,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,unavailable|no_price|low_rating|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_function,5,4
B,"It has a solid 4.4★ from nearly 1,900 reviews at only $7.19, so I get proven quality without overpaying. The EVA material is odor-free and safer than PVC, and the 3D cube texture with magnets at the hem looks modern and stays put against the tub.",price_too_high,already_chosen,brand|few_reviews,few_reviews|material,look|transparency,availability|few_reviews,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,5,4
