trial,q_first_click,q_click_drivers,q_detail_info,q_detail_top,q_buy_first,q_notbuy_first,q_consider_more,q_second_click,q_buy_second,q_notbuy_second,q_third_click,q_buy_third,q_notbuy_third,q_fallback,q_fallback_blocker,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
44,A,review_count|star_rating|material_word|magnets|title_keyword|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material|want_compare,B,add_cart,no_concern,B,no_blocker,price_too_high|look,final_purchase,price_suspicious|brand|material,few_reviews|material|pack,look|few_reviews|transparency,size|few_reviews|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,5,4
45,A,main_image|color_pattern|review_count|material_word|imagine_look|star_rating,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|brand|few_reviews|want_compare,B,add_cart,price_suspicious|material|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|brand,price_suspicious|brand|few_reviews,few_reviews|brand|pack|material,look|transparency|brand|few_reviews,few_reviews|size|brand|material,page2,page1,material,reviews,5,5,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,4,4
46,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,material|review_concern|want_compare,C,not_buy,material|few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,material|review_concern|brand,material|few_reviews|brand,few_reviews|pack|material,look|few_reviews|brand,few_reviews|size|brand,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
47,A,star_rating|review_count|main_image|material_word|magnets|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,add_cart,want_compare,B,add_cart,want_compare,C,timing|info_gap,price_too_high,final_purchase,fallback_favorite,few_reviews|brand,look|few_reviews|brand,few_reviews|size|brand,page2,page1,reviews,price_value,4,4,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
48,A,main_image|star_rating|review_count|material_word|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,brand|review_concern|want_compare,B,not_buy,material|brand|want_compare,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|brand,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_rating,3,4
49,A,main_image|color_pattern|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|brand|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|material,price_suspicious|brand,few_reviews|brand|material|pack,look|brand|few_reviews,few_reviews|brand|size|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
50,A,review_count|star_rating|main_image|material_word|magnets|color_pattern,negative_reviews|reviews_photos|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|brand|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|brand|material,price_suspicious|brand|material,few_reviews|brand|material,few_reviews|look|brand,few_reviews|size|brand|material,page2,page1,reviews,material,5,4,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
51,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,not_buy,look|material|want_compare,C,not_buy,look|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,look|material,look|brand,few_reviews|material,look|rating,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,3
52,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|few_reviews|want_compare,E,not_buy,look|transparency|material|want_compare,A,price|timing|look_compromise,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material|few_reviews,few_reviews|material|pack,transparency|look|material,few_reviews|size|material,page1,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,neutral,better_rating,3,4
53,A,star_rating|review_count|material_word|magnets|title_keyword,negative_reviews|reviews_photos|material_cert|size_specs|bullets|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,few_reviews|brand|want_compare,E,not_buy,few_reviews|rating|brand,A,price,fallback_favorite|price_too_high,price_suspicious|material|brand,brand|few_reviews|material,few_reviews|material|pack,few_reviews|rating|brand,few_reviews|size|material|look,page2,page1,reviews,material,4,4,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
54,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|delivery_returns,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,E,add_cart,few_reviews|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|brand|look,brand|price_suspicious|look,few_reviews|material|pack|look,few_reviews|brand,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
55,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,add_cart,want_compare,C,not_buy,few_reviews|look|want_compare,B,timing|look_compromise,price_too_high,fallback_favorite,few_reviews|look,few_reviews|pack|material,look|few_reviews,few_reviews|size|look,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,lower_price,4,4
56,A,main_image|color_pattern|review_count|star_rating|imagine_look|magnets|material_word,reviews_photos|negative_reviews|bullets|size_specs|material_cert|price_deal|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price|timing,price_too_high,price_suspicious|material|brand,price_suspicious|brand,few_reviews|material|pack,look|brand|few_reviews,few_reviews|size|look,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,4
57,A,main_image|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|delivery_returns,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|want_compare,E,not_buy,few_reviews|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look|brand,price_suspicious|brand|few_reviews,few_reviews|material|pack,few_reviews|material|brand,few_reviews|size|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,blackout,neutral,better_rating,3,4
58,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|transparency|want_compare,E,not_buy,rating|few_reviews|brand|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand|look|transparency,price_suspicious|material|brand|transparency,few_reviews|material|brand|pack|look,rating|few_reviews|brand|transparency,few_reviews|material|brand|size|look,page2,page1,reviews,material,4,4,4,2,4,3,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,unlikely,better_rating,3,4
59,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|few_reviews,B,not_buy,price_suspicious|material,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|few_reviews|brand,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
60,A,main_image|color_pattern|star_rating|review_count|magnets|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|few_reviews|want_compare,B,not_buy,price_suspicious|look|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|look,price_suspicious|few_reviews,few_reviews|material,look|few_reviews,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
61,A,star_rating|review_count|material_word|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|few_reviews|brand|want_compare,E,not_buy,few_reviews|brand|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|material|few_reviews,price_suspicious|brand|few_reviews|material,few_reviews|brand|material,few_reviews|brand|transparency|look,few_reviews|brand|size|material,page2,page1,reviews,price_value,4,4,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
62,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|material|want_compare,E,not_buy,few_reviews|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look|material,price_suspicious|look|few_reviews,few_reviews|pack|material,few_reviews|transparency|brand,few_reviews|size|look,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,3
63,A,main_image|color_pattern|star_rating|review_count|magnets|material_word|right_size|imagine_look,negative_reviews|reviews_photos|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|brand|want_compare,C,buy_now,no_concern,C,no_blocker,price_too_high,price_suspicious|material|brand,final_purchase,few_reviews|material|pack,look|transparency|few_reviews,few_reviews|size|material,page2,page1,reviews,price_value,4,4,4,2,5,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,5,4
64,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,add_cart,want_compare,C,buy_now,skip_ordered,C,no_blocker,price_too_high,final_purchase,final_purchase,few_reviews|material,look|few_reviews,few_reviews|size|transparency,page2,page1,price_value,reviews,4,5,4,3,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,lower_price,5,4
65,A,review_count|star_rating|material_word|magnets|main_image,negative_reviews|reviews_photos|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|transparency|want_compare,yes_more,C,not_buy,brand|price_suspicious|material|look|transparency,B,not_buy,price_suspicious|material|brand|look|transparency|few_reviews,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand|look|transparency|few_reviews,price_suspicious|material|brand|look|transparency,few_reviews|material|brand|pack|price_suspicious,look|material|few_reviews|transparency,few_reviews|size|material|brand|transparency,page2,page1,reviews,material,4,4,4,2,4,5,5,5,low_rating|few_reviews|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
66,A,main_image|color_pattern|star_rating|review_count|imagine_look|material_word,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,look|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,look|price_suspicious,price_suspicious|material,few_reviews|price_suspicious,look|brand|few_reviews,few_reviews|size|material,page2,page1,appearance,reviews,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_look,3,4
67,A,review_count|star_rating|material_word|magnets|color_pattern|right_size,negative_reviews|reviews_photos|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|transparency|want_compare,C,not_buy,look|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,look|transparency,look|transparency,few_reviews|material|pack,look|transparency,few_reviews|size|material,page2,page1,reviews,price_value,4,4,4,2,4,4,5,4,low_rating|few_reviews|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,3,4
