arm,persona_id,choice,rationale,reward,chosen_price,chosen_brand,chosen_rating,chosen_reviews,gt_rank,gt_monthly_sales,gt_monthly_revenue,q_factor_most,q_factor_second,q_material_pref,q_format_pref,q_pack_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent,q_importance_price,q_importance_function,q_importance_appearance,q_importance_hygiene,q_importance_reviews,q_importance_brand,q_refill_acceptance
anon-rating,persona_amazon-bca34144eadf,P07,"I want a simple single brush and holder that keeps things tidy and hygienic without extra clutter. P07's automatic canister door hides the brush head, it has a strong 4.7-star rating with 18,325 reviews, and the compact white design suits my bathroom.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,4,5,4,2,2
anon-rating,persona_amazon-539b48ddb305,P07,"I want a single, clean-looking set that hides the brush and dries quickly, and the automatic canister door plus compact footprint fits a suburban bathroom without clutter. It also has a strong 4.7 rating across 18,000+ reviews, so I trust it more than flashier combo sets I don't need.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,neutral,better_function,4,4,4,4,4,5,4,2,2
anon-rating,persona_amazon-be913e7d2c2a,P07,"I live alone in a small space, so a compact canister that hides the brush head and opens automatically is ideal for keeping things tidy and hygienic. It has a strong 4.7-star rating across 18,325 reviews, and at $19.90 it's a reasonable price for a well-reviewed, self-contained set.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,holder,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,3,5,4,2,3
anon-rating,persona_amazon-ad8cf75c2561,P07,"I live alone in a suburban home and want a hygienic, tidy set that doesn't look clinical. The P07 compact canister with an automatic closing door hides the brush, dries it cleanly, and has a strong 4.7★ rating from over 18,000 reviewers at a reasonable $19.90.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,4,5,4,2,3
anon-rating,persona_amazon-dd02328b88bd,P07,"I want something compact and tidy for a family bathroom, and the self-closing canister keeps the brush out of sight. With a 4.7-star rating from over 18,000 reviews, it feels like a safe, reliable pick at a fair price.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,3,5,4,3,3
anon-rating,persona_amazon-071ab8c972f5,P07,"I want a single, well-reviewed set with a covered holder that hides the brush and dries quickly, and this one has an automatic canister door for one-handed use. At $19.90 with a 4.7-star rating across 18,000+ reviews, it feels like the best balance of hygiene, function, and reliability.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_rating,4,4,4,4,3,5,5,3,2
anon-rating,persona_amazon-b9eb3d1ee433,P07,"I want something that looks tidy and hides the brush head, and the automatic canister door is exactly the kind of clever little feature I love. It has a 4.7★ rating with over 18,000 reviews, so it's clearly a proven design, and at $19.90 it's a fair middle-of-the-road price for my bathroom.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,design,nylon_bristles,single_brush_set,single,yes_somewhat,better_look,4,4,4,4,5,5,4,3,3
anon-rating,persona_amazon-6be2cf2e99c5,P07,"I want a simple single brush with a holder that keeps things tidy, and the automatic canister door means I don't have to touch the brush or look at it sitting out. The 4.7 rating with over 18,000 reviews gives me confidence it actually works, and at under $20 it's a reasonable buy for a bathroom I own.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,neutral,better_function,4,4,4,4,3,5,4,2,2
anon-rating,persona_amazon-da6a265152e2,P07,"I want a simple single brush set that stays hygienic and looks tidy in a small bathroom. The automatic canister door keeps the brush hidden and lets it dry, and it has a strong 4.7 rating with over 18,000 reviews, so I trust it will hold up.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,neutral,better_rating,4,4,4,4,3,5,5,2,2
anon-rating,persona_amazon-4eb0e843389a,P07,"I want a clean-looking set that hides the brush and keeps things tidy, and the automatic canister door plus compact footprint is perfect for a small bathroom shared by two people. It also has a strong 4.7 rating with over 18,000 reviews, which makes me trust it's a solid buy at under $20.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,holder,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,nothing,4,4,4,4,4,5,5,3,3
anon-rating,persona_amazon-c982e9f16719,P07,"The self-closing canister door keeps the brush head hidden and out of sight, which fits my preference for a tidy, covered storage design. It has a strong 4.7 rating across 18,325 reviews and a compact footprint, so it should hold up well while staying hygienic and easy to store in a small bathroom.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,holder,hygiene,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,3,5,4,2,3
anon-rating,persona_amazon-8dbfc18758ed,P01,"No persona-specific answer was produced, so a neutral answer was used.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,price_value,price_value,silicone,single_brush_set,single,yes_strongly,lower_price,3,3,3,3,3,3,3,3,3
anon-rating,persona_amazon-fe4d2c8b1ab0,P07,"I want a single, tidy set for one bathroom, and the automatic canister door keeps things hidden and looks clean while the ventilated canister helps it dry. The 4.7★ rating across 18,325 reviews makes it feel like a safe, reliable pick at a reasonable price.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,nothing,4,4,4,4,4,5,4,3,3
anon-rating,persona_amazon-ed0e8e92188a,P07,"With a toddler and a baby on the way, I don't have time to scrub or deal with messy open holders — the compact canister with an automatic door keeps things clean and out of sight. It has a strong 4.7 rating with 18,325 reviews and fits a small bathroom without taking over the floor.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,5,4,4,4,5,4,2,3
anon-rating,persona_amazon-70a9273884cc,P07,"I want a single, tidy set for my one bathroom and I value hygiene and a clean look. The compact white canister with an automatic door hides the brush neatly and lets it dry, and its 4.7★ rating across 18,325 reviews makes it the most trustworthy option on the shelf.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,nothing,4,4,4,4,4,5,4,2,3
anon-rating,persona_amazon-927ba176a4ab,P07,"I want a compact, clean-looking set for a small rental bathroom, and the automatic canister door keeps the brush hidden and tidy without me touching it. It has a strong 4.7★ rating from over 18,000 reviews, so I trust it will hold up.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,design,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,4,5,4,3,3
anon-rating,persona_amazon-446bc9a929ae,P07,"The covered canister keeps things tidy and the door opening automatically means I don't have to touch anything messy, which matters with my hands not being as steady as they used to be. It has a strong 4.7 rating with over 18,000 reviews and the price is reasonable for something that will last.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,lower_price,4,4,4,4,4,5,4,2,2
anon-rating,persona_amazon-bed8d6f586b7,P01,"I want a single, affordable set that actually cleans under the rim, and the dedicated under-rim scrubber plus antibacterial bristles at $8.99 is the best fit for my small apartment bathroom. The corner caddy saves space and the 4.6★ with nearly 6,000 reviews makes it feel like a safe, reliable pick.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,price_value,nylon_bristles,single_brush_set,single,yes_somewhat,nothing,5,4,5,5,3,4,5,2,3
anon-rating,persona_amazon-7bab89d8aa96,P07,"I want a clean-looking single brush set that hides the brush head inside a covered canister so it doesn't look gross sitting next to the toilet. The automatic door that opens when you lift the brush plus the compact white design and strong 4.7-star rating across 18,000+ reviews makes it a safe, low-risk buy at under $20.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,holder,reviews,nylon_bristles,single_brush_set,single,neutral,better_function,4,4,4,3,4,4,5,2,2
anon-rating,persona_amazon-5590e44cc106,P07,"I like a clean, compact look and the automatic canister door keeps the brush hidden and tidy, which suits my bathroom. The 4.7-star rating across over 18,000 reviews gives me confidence it's reliable and easy to live with.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,4,5,5,3,3
anon-rating,persona_amazon-3eefa96511f5,P07,"I want a clean, compact set that hides the brush and looks tidy in a small bathroom, and the automatic canister door keeps things hygienic without me touching the brush. At $19.90 with a 4.7 rating from over 18,000 reviews, it feels like a reliable, well-designed pick that fits my budget.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,design,nylon_bristles,single_brush_set,single,yes_somewhat,better_look,4,4,4,4,5,5,4,2,3
anon-rating,persona_amazon-703d7f4af9b9,P07,"I want a single, tidy set that stays clean and dry without a science project. The self-opening canister keeps the brush hidden and the holder ventilated, and 4.7 stars across 18,325 reviews gives me real confidence it holds up. At $19.90 it's a fair middle price for something I'll use every week.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,cleaning,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,5,3,5,5,2,2
anon-rating,persona_amazon-ce3a8f7b9687,P01,"It fits my practical, tidy style: an open corner caddy that saves space and dries quickly, a dedicated under-rim scrubber for real cleaning power, and antibacterial bristles. The strong 4.6★ rating across nearly 6,000 reviews gives me confidence, and at $8.99 it's an easy, low-risk buy.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,hygiene,nylon_bristles,single_brush_set,single,neutral,better_function,5,5,4,5,3,5,4,2,2
anon-rating,persona_amazon-ad0b0b85f28c,P07,"I want a simple single brush set that keeps things tidy and dry, and this one's self-closing canister hides the brush nicely while staying compact for my bathroom. The 4.7-star rating across 18,000+ reviews makes it the most trustworthy pick on the shelf for me.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_rating,4,4,4,4,3,5,4,2,2
anon-rating,persona_amazon-47a31f65ccd5,P01,"I want a single, affordable brush set with strong hygiene and cleaning credentials. The corner caddy saves space in my rental bathroom, the dedicated under-rim scrubber handles the dirtiest spots, and the 4.6★ rating from nearly 6,000 reviewers gives me confidence at just $8.99.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,5,5,5,5,4,4,5,3,3
anon-rating,persona_amazon-164b34a274fd,P07,"I want a single, well-rated set for my one bathroom, and the automatic canister door keeps things tidy and out of sight. Its 4.7★ rating across 18,325 reviews gives me confidence in durability and function.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,neutral,better_function,4,4,3,4,4,5,4,2,2
anon-rating,persona_amazon-909b0428b23d,P07,"I want a single, tidy set that stays out of the way and looks clean in a small bathroom. The automatic canister door keeps the brush hidden and dry, and the strong 4.7 rating with over 18,000 reviews makes it a reliable pick at a reasonable price.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,holder,nylon_bristles,single_brush_set,single,neutral,better_function,4,4,4,4,4,5,4,2,3
anon-rating,persona_amazon-949af21c6182,P01,"I want a simple, affordable brush set that stores neatly in a corner and actually reaches under the rim. P01 has a dedicated under-rim scrubber, an antibacterial head, a non-slip grip, and a huge review base at 4.6 stars for under $9.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,price_value,nylon_bristles,single_brush_set,single,yes_somewhat,nothing,5,4,4,5,3,4,5,2,2
anon-rating,persona_amazon-bfbfa3b126ae,P07,"The automatic canister door keeps everything hidden and tidy, which matters to me since the brush isn't visible between cleanings. Strong 4.7 rating across 18,000+ reviews gives me confidence in build quality, and $19.90 is a fair price for a compact, well-reviewed set.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,neutral,better_function,4,4,3,4,4,5,4,2,2
anon-rating,persona_amazon-d89214874eb0,P01,"I want a single set that's cheap, space-saving, and actually cleans — the corner caddy tucks beside my toilet and the dedicated under-rim scrubber plus antibacterial bristles cover the spots that matter. At $8.99 with a 4.6 rating across nearly 6,000 reviews, it's the best value-to-function ratio on the shelf.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,price_value,nylon_bristles,single_brush_set,single,neutral,better_function,5,4,5,5,2,4,4,2,2
anon-rating,persona_amazon-5962792325d4,P07,"I want a single, stable, compact set with a covered canister so the brush head isn't visible and drips are contained, and the automatic door keeps handling clean and simple. P07 has a 4.7★ rating across 18,325 reviews, which gives me far more confidence than the sparse-review options, and at $19.90 it's a reasonable price for something I'll keep for years. The white/blue minimal design also fits a normal bathroom without drawing attention.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,unlikely,better_rating,4,4,4,4,3,5,5,2,2
anon-rating,persona_amazon-85d93b822376,P07,"I want a hygienic, compact set for my rental bathroom, and the automatic canister door keeps the brush hidden and tidy while letting it dry. The 4.7-star rating across 18,000+ reviews gives me confidence, and at $19.90 it is a fair price for something I'll use daily.",1.0,19.9,OXO,4.7,18325,7,14249.0,285870.34,hygiene,reviews,nylon_bristles,single_brush_set,single,yes_somewhat,nothing,4,5,4,4,4,5,4,3,3
