trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,income,employment,rationale
survey_water-bottle-choice__4wFd7zn,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-066422816435.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,18-24,Cost-sensitive,South Asia,Low income,Woman,Student,<$25k,Self-employed,"আমি লো-ইনকাম ছাত্রী, এক হাতে সন্তান মানুষ করি — ৩৯.৯ ইউয়ানে ৩১৬ স্টেইনলেস স্টিলের ভ্যাকুয়াম বোতল আমার বাজেটের সাথে মেলে। বেসিক হলেও সিল ভালো আর টেকসই, তাই প্রতিদিনের ব্যবহারে এটাই সবচেয়ে বাস্তবসম্মত।"
survey_water-bottle-choice__4zK2Z5B,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-3c6f06e04439.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Value-driven,Sub-Saharan Africa,Middle,Man,Student,$25k-50k,Student,"Je cherche une bouteille isotherme pour tous les jours, et la Beijixiong 316 me semble le meilleur compromis — doublure 316/316L, vide sans queue et triple isolation thermique pour seulement ¥129. La Fuguang est trop basique et la Stanley est hors de prix pour une gourde de tous les jours."
survey_water-bottle-choice__56QcByz,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_stackoverflow-f4d09c0f9127.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,25-34,Cost-sensitive,Latin America,,,,,Full-time,"I want vacuum insulation and a 316 stainless liner for daily hot/cold use, and this hits the best spec-per-yuan at ¥129 without paying for the Zojirushi or Stanley brand premium. The 600 ml size is a good middle ground — bigger than the 500 ml basics but not the bulky 40 oz tumbler."
survey_water-bottle-choice__586muvX,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-57054d933d07.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Indifferent,Sub-Saharan Africa,High income,Woman,Mid-life,$25k-50k,Full-time,"I want actual insulation for daily use, and this one gives me the 316/316L liner and proper vacuum tech at a price I can justify. The Fuguang is cheaper but I'd rather pay a bit more for the better build, and the Zojirushi and Stanley are just more than I care to spend on a bottle."
survey_water-bottle-choice__58Uq8cr,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-dba5bbde8096.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Cost-sensitive,Sub-Saharan Africa,Low income,Man,Career change,<$25k,Full-time,"Kama mtu anayejali usalama wa maji na gharama, chupa ya Beijixiong inatoa 316/316L stainless steel na vacuum ya kuzuia joto kwa ¥129 tu, bei nafuu kuliko Mijia na Zojirushi. Uwezo wa 600 ml unatosha kwa matumizi ya kila siku, na brand hii inaaminika kwa ubora wa kati. Sipendi kununua chupa ya plastiki (Nalgene) kwa sababu haihifadhi joto na inaweza kuwa na kemikali."
survey_water-bottle-choice__5AsGoPJ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-6f0f32f932fe.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,45-54,Cost-sensitive,Latin America,Middle,Woman,Early career,<$25k,Homemaker,"Soy muy cuidadosa con el dinero y no confío en marcas solo por fama. El Beijixiong me da acero 316 real y buen aislamiento por ¥129, sin pagar el sobreprecio de Zojirushi ni el capricho viral de Stanley."
survey_water-bottle-choice__5KjivE9,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-76da6d81d514.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,65-74,Cost-sensitive,East Asia,Lower-middle,Man,Retirement,<$25k,Retired,"At ¥129 it sits right in my budget and gives me real 316/316L steel with proper vacuum insulation, so hot tea stays hot on cold mornings. The budget Fuguang is tempting at ¥39.9, but the Beijixiong's better liner and seal are worth the extra money for something I'll carry every day."
survey_water-bottle-choice__5SqunRi,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-fee1e78f7b48.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,brand,4,45-54,Value-driven,Sub-Saharan Africa,High income,Woman,Mid-life,null,Full-time,"I want a bottle I can trust for daily office and travel use, and Zojirushi's top-tier insulation and easy-to-clean non-stick interior justify the premium for something I'll handle every day. The 480 ml size is practical for carrying in a work bag, and the brand's reliability record matters more to me than saving a hundred yuan."
survey_water-bottle-choice__5Tr6zKZ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-430ef9becc80.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,55-64,Cost-sensitive,Southeast Asia,Middle,Man,Retirement,$200k+,Full-time,"Sou muito sensível a preço, mas não abro mão de isolamento térmico decente para o dia a dia. O Beijixiong entrega 316/316L, vedação a vácuo e 600 ml por ¥129, o melhor equilíbrio entre custo e qualidade. O Fuguang é barato demais para confiar no isolamento e o Stanley é grande e caro demais para o meu uso."
survey_water-bottle-choice__5WkLWNn,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-ae7f8608c4b6.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,5,55-64,Cost-sensitive,East Asia,Upper-middle,Woman,Career change,$50k-100k,Homemaker,我每天都要带水出门，保温性能是我最看重的，这款316/316L内胆加三重隔热的配置在百元档里最实在。价格129元虽然比最便宜那款贵一些，但容量600毫升刚好够用一整天，密封可靠，我觉得值这个钱。
survey_water-bottle-choice__5cX5BYx,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b2ef0f38700b.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,45-54,Value-driven,Southeast Asia,Lower-middle,Woman,Parent of young kids,<$25k,Full-time,"I want an insulated bottle I can actually afford, and this one sits in the sweet spot at ¥129 with a 316/316L inner liner and strong heat retention. The 600 ml size is right for daily use, and the budget Fuguang feels too bare-bones while the premium brands cost more than I'd spend. Best value for what I need."
survey_water-bottle-choice__5dT567Y,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-ad5196aa13b5.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,5,insulation,5,45-54,Value-driven,MENA,High income,Man,Mid-life,,Self-employed,"I drink hot tea and coffee throughout the day, so top-tier insulation and a non-stick interior that cleans easily matter most to me. The Zojirushi's ultra-light build and premium Japanese reliability justify the price for something I will carry daily."
survey_water-bottle-choice__5iyMZAS,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-904206c09429.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,price,4,55-64,Cost-sensitive,Sub-Saharan Africa,Lower-middle,Woman,Career change,$50k-100k,Self-employed,"I want a vacuum-insulated steel bottle that actually keeps tea hot through a long day, and 316/316L liner plus triple heat blocking at ¥129 is the best value on this shelf. The 600 ml size suits my daily use, and I won't pay ¥179-319 for a brand name when the specs are already good here."
survey_water-bottle-choice__5nFxotZ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-e513511dc3a7.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,45-54,Cost-sensitive,South Asia,Low income,Woman,Mid-life,$50k-100k,Self-employed,"I want a proper insulated bottle for daily use, and this one gives me 316 stainless steel with triple heat blocking at a price I can actually justify. The budget Fuguang is tempting but feels too basic, and the premium Zojirushi and viral Stanley cost way more than I need to spend. This sits right in the middle — solid quality, fair price."
survey_water-bottle-choice__5qMH5vp,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-22dd2d49f735.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,35-44,Cost-sensitive,South Asia,Middle,Man,Mid-life,<$25k,Full-time,"I need one bottle that does everything for a household of five on a tight budget, so insulation matters most and I can't justify paying for a viral brand name. The Beijixiong gives me a proper 316/316L liner and triple heat blocking at ¥129, which is the best value on this shelf. The Fuguang is cheaper but only 500 ml and basic, and the Stanley and Zojirushi are simply out of reach at my income."
survey_water-bottle-choice__5umqshZ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-9cb10f13b286.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,55-64,Cost-sensitive,East Asia,Lower-middle,Woman,Mid-life,<$25k,Self-employed,我买东西先看性价比，这个价位能拿到316/316L内胆和三层保温，比我看到的其他款实在。500毫升对我来说偏小，600毫升刚好够一天用，密封好又耐用，符合我图省心的习惯。
survey_water-bottle-choice__5zU5kR8,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-2c2f7c53fbaa.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Value-driven,MENA,Lower-middle,Woman,Empty nester,$100k-200k,Full-time,"I want real insulation for daily use, and at ¥129 the Beijixiong gives me a 316/316L liner and triple heat blocking without paying premium brand prices. The 600 ml size is right for a full workday and the seal reliability matters more to me than looks."
survey_water-bottle-choice__65Nu6Kh,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-dc3f52986257.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,18-24,Cost-sensitive,Sub-Saharan Africa,Lower-middle,Man,Early career,<$25k,Full-time,"Je veux une bouteille isolée pour boire chaud ou froid toute la journée, et le prix de ¥129 reste raisonnable pour moi. Le Beijixiong offre le meilleur rapport qualité-prix du milieu de gamme avec sa doublure 316/316L et sa triple isolation, sans payer le supplément de marque du Mijia ou du Zojirushi."
survey_water-bottle-choice__65RRXPG,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-c3fee63cf08d.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,18-24,Indifferent,East Asia,Middle,Woman,Early career,<$25k,Full-time,"Мне нужна бутылка на каждый день с нормальной термоизоляцией, и 316/316L нержавейка за ¥129 — это лучший баланс цены и качества на полке. Дешёвый Fuguang слишком базовый, а Zojirushi и Stanley переплата за бренд и объём, который мне не нужен. 600 мл как раз хватает на смену."
survey_water-bottle-choice__65sK8jG,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-e3af7b426ea9.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,85+,Value-driven,North America,Upper-middle,Man,Retirement,$100k-200k,Retired,"At my age I want a bottle that keeps tea hot for hours, seals reliably and is easy to hold, and the Beijixiong 316 delivers 316/316L stainless steel with triple heat blocking at a sensible ¥129. The Zojirushi is fine but I see no reason to pay nearly double for a smaller bottle, and the Stanley is far too large for a man who drinks from a cup at his desk. The Beijixiong is the honest, well-engineered middle of this shelf."
survey_water-bottle-choice__6B3HV3Y,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-3b914edc4af7.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,85+,Cost-sensitive,Sub-Saharan Africa,Middle,Woman,Retirement,<$25k,Retired,"I am widowed, on a fixed income under $25k, and cost-sensitive, so ¥39.9 for a reliable 316 stainless steel insulated bottle is the sensible buy. My needs are basic: keep water warm on cool mornings, seal without leaking, and last. The premium tiers cost four to eight times more for features I would not use, and the Nalgene is not insulated."
survey_water-bottle-choice__6GhZVTC,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-f3daaebf8754.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,25-34,Cost-sensitive,South Asia,Low income,Woman,Early career,$25k-50k,Gig / freelance,"I'm cost-sensitive and on a tight budget, so the ¥39.9 Fuguang gives me a reliable insulated 316 steel bottle for the least money. Basic vacuum insulation and a good seal cover everything I actually need for daily use."
survey_water-bottle-choice__6Gxewjg,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-8e7a1c2bb566.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Cost-sensitive,South Asia,Middle,Woman,Student,$25k-50k,Full-time,"At ¥129 it's the best value mid tier — 316/316L stainless steel with a tail-less vacuum and triple heat blocking, which is solid insulation without the premium markup. I want a bottle that actually keeps my tea hot through a long day, and I'd rather not pay Zojirushi or Stanley prices for it."
survey_water-bottle-choice__6HdNznc,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-c4724962e220.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,55-64,Value-driven,Sub-Saharan Africa,Upper-middle,Man,Mid-life,null,Full-time,"I want proper vacuum insulation and a 316 stainless steel liner for daily hot and cold drinks, and this model delivers that at a sensible mid-tier price. The 600 ml capacity suits my commute and clinic days better than the 500 ml options, and I see no reason to pay the Zojirushi or Stanley premium for features I don't need."
survey_water-bottle-choice__6Jbfxrq,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_stackoverflow-adbf0bb715ab.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,25-34,Value-driven,South Asia,,,Early career,,Full-time,"It hits the sweet spot for me: a 316/316L stainless interior with proper vacuum insulation at ¥129, which is far more sensible than paying ¥229+ for a Japanese premium bottle or ¥319 for a viral tumbler. The 600 ml capacity suits daily desk and commute use, and I'd rather spend the savings on something I actually use than on branding."
